Symbol,Market Cap,Sector,Industry
ATMC,0,Finance,Blank Checks
ATMCR,0,Finance,Blank Checks
ATMCU,0,Finance,Blank Checks
ATMU,2946721005,Consumer Discretionary,Auto Parts:O.E.M.
ATMVR,0,Finance,Blank Checks
ATNF,3896595,Health Care,Biotechnology: Pharmaceutical Preparations
ATNFW,36300,Health Care,Biotechnology: Pharmaceutical Preparations
ATNI,276029921,Telecommunications,Telecommunications Equipment
ATNM,39306823,Health Care,Biotechnology: Pharmaceutical Preparations
ATO,23633041251,Utilities,Oil/Gas Transmission
ATOM,129263272,Technology,Semiconductors
ATOS,80098319,Health Care,Biotechnology: Pharmaceutical Preparations
ATPC,67507264,Health Care,Medical/Nursing Services
ATR,9558698369,Industrials,Plastic Products
ATRA,34508974,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ATRC,1617914892,Health Care,Medical/Dental Instruments
ATRO,811543441,Industrials,Military/Government/Technical
ATS,2413879869,Industrials,Industrial Machinery/Components
ATSG,1481876828,Consumer Discretionary,Air Freight/Delivery Services
ATUS,1134913613,Telecommunications,Cable & Other Pay Television Services
ATXG,3747137,Consumer Discretionary,Professional Services
ATXS,230251614,Health Care,Biotechnology: Pharmaceutical Preparations
ATYR,255024216,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AU,15286561356,Basic Materials,Precious Metals
AUB,2367830863,Finance,Major Banks
AUB^A,,,
AUBN,70922090,Finance,Major Banks
AUDC,263784182,Utilities,Telecommunications Equipment
AUID,62795227,Technology,Computer Software: Prepackaged Software
AUNA,504117875,Health Care,Medical/Nursing Services
AUPH,1088161312,Health Care,Biotechnology: Pharmaceutical Preparations
AUR,11399794361,Technology,EDP Services
AURA,269207672,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AUROW,2097214077,Technology,EDP Services
AUST,16058818,Basic Materials,Precious Metals
AUTL,322015969,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AUUD,2065500,Technology,EDP Services
AUUDW,28917,Technology,EDP Services
AVA,3181813745,Utilities,Power Generation
AVAH,954009005,Health Care,Medical/Nursing Services
AVAL,2950209328,Finance,Commercial Banks
AVAV,3886298920,Industrials,Aerospace
AVB,28506434963,Real Estate,Real Estate Investment Trusts
AVBP,597324419,Health Care,Biotechnology: Pharmaceutical Preparations
AVD,105939211,Industrials,Agricultural Chemicals
AVDL,701529698,Health Care,Biotechnology: Pharmaceutical Preparations
AVDX,1610997058,Technology,Computer Software: Prepackaged Software
AVGO,8.70566E+11,Technology,Semiconductors
AVIR,234338990,Health Care,Biotechnology: Pharmaceutical Preparations
AVK,0,Finance,Trusts Except Educational Religious and Charitable
AVNS,606321517,Health Care,Industrial Specialties
AVNT,3007439991,Industrials,Major Chemicals
AVNW,226789616,Technology,Radio And Television Broadcasting And Communications Equipment
AVO,712138955,Consumer Staples,Farming/Seeds/Milling
AVPT,2999212271,Technology,Computer Software: Prepackaged Software
AVPTW,958698404,Technology,Computer Software: Prepackaged Software
AVR,115276147,Health Care,Industrial Specialties
AVT,4014676722,Technology,Electronic Components
AVTE,72172697,Health Care,Biotechnology: Pharmaceutical Preparations
AVTR,10819541869,Industrials,Biotechnology: Laboratory Analytical Instruments
AVTX,54426863,Health Care,Biotechnology: Pharmaceutical Preparations
AVXL,741759815,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AVY,13339031871,Consumer Discretionary,Containers/Packaging
AWF,0,Finance,Trusts Except Educational Religious and Charitable
AWH,2902014,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
AWI,5890710074,Industrials,Plastic Products
AWK,27097676507,Utilities,Water Supply
AWP,0,Finance,Trusts Except Educational Religious and Charitable
AWR,2865558257,Utilities,Water Supply
AWRE,31317061,Technology,Computer Software: Prepackaged Software
AWX,9748578,Utilities,Environmental Services
AX,3502420518,Finance,Savings Institutions
AXDX,15048083,Industrials,Biotechnology: Laboratory Analytical Instruments
AXGN,743201837,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
AXIL,32451278,Consumer Discretionary,Package Goods/Cosmetics
AXL,406830357,Consumer Discretionary,Auto Parts:O.E.M.
AXON,42896769237,Industrials,Ordnance And Accessories
AXP,1.84316E+11,Finance,Finance: Consumer Services
AXR,102523636,Real Estate,Homebuilding
AXS,7560816397,Finance,Property-Casualty Insurers
AXS^E,,,
AXSM,4957978523,Health Care,Biotechnology: Pharmaceutical Preparations
AXTA,6928231621,Consumer Discretionary,Paints/Coatings
AXTI,57453474,Technology,Semiconductors
AYI,7598908614,Consumer Discretionary,Building Products
AYRO,3954699,Consumer Discretionary,Telecommunications Equipment
AYTU,6540039,Health Care,Biotechnology: Pharmaceutical Preparations
AZ,175520283,Industrials,Industrial Machinery/Components
AZEK,6811465957,Industrials,Plastic Products
AZI,104931986,Consumer Discretionary,Automotive Aftermarket
AZN,2.07039E+11,Health Care,Biotechnology: Pharmaceutical Preparations
AZO,59806956214,Consumer Discretionary,Auto & Home Supply Stores
AZTA,1353046450,Technology,Industrial Machinery/Components
AZTR,4194219,Health Care,Biotechnology: Pharmaceutical Preparations
AZUL,171232906,Consumer Discretionary,Air Freight/Delivery Services
AZZ,2515780397,Industrials,Industrial Specialties
BA,1.20627E+11,Industrials,Aerospace
BA^A,,,
BABA,2.49567E+11,Consumer Discretionary,Business Services
BAC,2.82514E+11,Finance,Major Banks
BAC^B,,,
BAC^E,,,
BAC^K,,,
BAC^L,,,
BAC^M,,,
BAC^N,,,
BAC^O,,,
BAC^P,,,
BAC^Q,,,
BAC^S,,,
BACQ,0,,
BACQR,0,Finance,Blank Checks
BAER,76447414,Consumer Discretionary,Business Services
BAERW,3334408,Consumer Discretionary,Business Services
BAFN,58892143,Finance,Major Banks
BAH,13686590424,Consumer Discretionary,Professional Services
BAK,1476956492,Industrials,Major Chemicals
BALL,13202172552,Industrials,Containers/Packaging
BALY,766455993,Consumer Discretionary,Hotels/Resorts
BAM,18370524462,Consumer Discretionary,Other Consumer Services
BANC,2069579970,Finance,Major Banks
BANC^F,,,
BAND,372109036,Technology,Computer Software: Prepackaged Software
BANF,3598281995,Finance,Major Banks
BANFP,865591339,Finance,Major Banks
BANL,28600000,Energy,Oil Refining/Marketing
BANR,2071380502,Finance,Major Banks
BANX,135198486,Finance,Trusts Except Educational Religious and Charitable
BAOS,3237768,Consumer Discretionary,Business Services
BAP,16801940072,Finance,Commercial Banks
BARK,244880794,Consumer Discretionary,Other Specialty Stores
BASE,830484188,Technology,Computer Software: Prepackaged Software
BATL,21887229,Energy,Oil & Gas Production
BATRA,2659673348,Consumer Discretionary,Services-Misc. Amusement & Recreation
BATRK,2382506730,Consumer Discretionary,Services-Misc. Amusement & Recreation
BAX,15732468627,Health Care,Medical/Dental Instruments
BAYAU,0,,
BB,1946308728,Technology,Computer Software: Prepackaged Software
BBAI,895921539,Technology,Computer Software: Prepackaged Software
BBAR,3382159636,Finance,Commercial Banks
BBCP,305573443,Consumer Discretionary,Engineering & Construction
BBD,22987087692,Finance,Major Banks
BBDC,892813705,Finance,Diversified Financial Services
BBDO,20752231945,Finance,Major Banks
BBGI,9449633,Consumer Discretionary,Broadcasting
BBIO,6253402023,Health Care,Biotechnology: Pharmaceutical Preparations
BBLG,2187673,Health Care,Industrial Specialties
BBN,0,Finance,Finance Companies
BBNX,511949800,Health Care,Medical/Dental Instruments
BBSI,1026608030,Consumer Discretionary,Professional Services
BBU,4562284330,Consumer Discretionary,Engineering & Construction
BBUC,2417825585,Consumer Discretionary,Engineering & Construction
BBVA,72675029688,Finance,Commercial Banks
BBW,528860183,Consumer Discretionary,Recreational Games/Products/Toys
BBWI,6428918179,Consumer Discretionary,Clothing/Shoe/Accessory Stores
BBY,13453678668,Consumer Discretionary,Consumer Electronics/Video Chains
BC,3164221427,Industrials,Industrial Machinery/Components
BC^A,,,
BC^C,,,
BCAB,17771469,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BCAL,417015542,Finance,Major Banks
BCAT,1511727300,Finance,Finance/Investors Services
BCAX,567042590,Health Care,Biotechnology: Pharmaceutical Preparations
BCBP,166820734,Finance,Savings Institutions
BCC,3734123437,Consumer Discretionary,RETAIL: Building Materials
BCDA,9360010,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BCE,19157945163,Telecommunications,Telecommunications Equipment
BCG,31710699,Finance,Finance: Consumer Services
BCGWW,821822,Finance,Finance: Consumer Services
BCH,13056457745,Finance,Commercial Banks
BCLI,7269159,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BCML,287380396,Finance,Major Banks
BCO,3802773194,Consumer Discretionary,Oil Refining/Marketing
BCPC,5193524059,Industrials,Major Chemicals
BCRX,1414659335,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BCS,50005130745,Finance,Commercial Banks
BCSF,964695888,Finance,Finance/Investors Services
BCTX,12141393,Health Care,Biotechnology: Pharmaceutical Preparations
BCTXW,279075,Health Care,Biotechnology: Pharmaceutical Preparations
BCV,0,Finance,Finance/Investors Services
BCV^A,,,
BCX,723838825,Finance,Finance/Investors Services
BCYC,476112202,Health Care,Biotechnology: Pharmaceutical Preparations
BDC,3958883731,Industrials,Telecommunications Equipment
BDJ,1446730694,Finance,Finance Companies
BDL,44626114,Consumer Discretionary,Restaurants
BDMD,157058820,Health Care,Medical/Dental Instruments
BDMDW,1826471,Health Care,Medical/Dental Instruments
BDN,654207083,Real Estate,Real Estate Investment Trusts
BDRX,877068,Health Care,Biotechnology: Pharmaceutical Preparations
BDSX,79616625,Health Care,Medical Specialities
BDTX,78193866,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BDX,60111800386,Health Care,Medical/Dental Instruments
BE,4117221677,Energy,Industrial Machinery/Components
BEAG,0,,
BEAGR,0,,
BEAGU,0,,
BEAM,1369977389,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BEAT,56658785,Health Care,Medical/Dental Instruments
BEATW,16525479,Health Care,Medical/Dental Instruments
BECN,7574663121,Consumer Discretionary,RETAIL: Building Materials
BEDU,53209905,Real Estate,Other Consumer Services
BEEM,24967893,Technology,Semiconductors
BEEP,183180000,Finance,Blank Checks
BEKE,21953718974,Finance,Real Estate
BELFA,852647784,,
BELFB,896910235,,
BEN,9761894413,Finance,Investment Managers
BENF,2563049,Finance,Finance: Consumer Services
BENFW,52820,Finance,Finance: Consumer Services
BEP,14453011114,Utilities,Electric Utilities: Central
BEP^A,,,
BEPC,9958592312,Utilities,Electric Utilities: Central
BEPH,4166754573,Utilities,Electric Utilities: Central
BEPI,4339053177,Utilities,Electric Utilities: Central
BEPJ,6607651463,Utilities,Electric Utilities: Central
BERY,7527000000,Industrials,Plastic Products
BETR,163987927,Finance,Finance: Consumer Services
BF/A,,,
BF/B,,,
BFAM,6854403191,Consumer Discretionary,Other Consumer Services
BFC,1015055537,Finance,Major Banks
BFH,2370178948,Consumer Discretionary,Business Services
BFIN,152020272,Finance,Savings Institutions
BFK,0,Finance,Finance Companies
BFLY,575727868,Health Care,Medical Electronics
BFRG,13934977,Health Care,Biotechnology: Pharmaceutical Preparations
BFRGW,4706821,Health Care,Biotechnology: Pharmaceutical Preparations
BFRI,6610192,Health Care,Biotechnology: Pharmaceutical Preparations
BFRIW,441922,Health Care,Biotechnology: Pharmaceutical Preparations
BFS,811210648,Real Estate,Real Estate Investment Trusts
BFS^D,,,
BFS^E,,,
BFST,669656432,Finance,Major Banks
BFZ,0,Finance,Finance Companies
BG,9952486286,Consumer Staples,Packaged Foods
BGB,0,Finance,Trusts Except Educational Religious and Charitable
BGC,4090023508,Finance,Investment Bankers/Brokers/Service
BGFV,20169263,Consumer Discretionary,Other Specialty Stores
BGH,0,Finance,Investment Managers
BGI,20122351,Consumer Discretionary,Consumer Specialties
BGLC,3898982,Health Care,Medical Specialities
BGM,1053401898,Health Care,Biotechnology: Pharmaceutical Preparations
BGR,1620255018,Finance,Trusts Except Educational Religious and Charitable
BGS,473246693,Consumer Staples,Packaged Foods
BGSF,33120251,Consumer Discretionary,Professional Services
BGT,0,Finance,Trusts Except Educational Religious and Charitable
BGX,0,Finance,Trusts Except Educational Religious and Charitable
BGY,0,Finance,Trusts Except Educational Religious and Charitable
BH,494444264,Consumer Discretionary,Restaurants
BHAT,9283835,Consumer Discretionary,Recreational Games/Products/Toys
BHB,447875571,Finance,Major Banks
BHC,1847028163,Health Care,Biotechnology: Pharmaceutical Preparations
BHE,1311365280,Technology,Electrical Products
BHF,3128299417,Finance,Life Insurance
BHFAL,1201852226,Finance,Life Insurance
BHFAM,828523249,Finance,Life Insurance
BHFAN,910388546,Finance,Life Insurance
BHFAO,1132179633,Finance,Life Insurance
BHFAP,1136243868,Finance,Life Insurance
BHK,0,Finance,Finance Companies
BHLB,1126247627,Finance,Banks
BHM,41241380,Real Estate,Real Estate Investment Trusts
BHP,1.12514E+11,Energy,Coal Mining
BHR,139456768,Real Estate,Real Estate Investment Trusts
BHR^B,,,
BHR^D,,,
BHRB,784791469,Finance,Major Banks
BHST,93569666,,
BHV,0,Finance,Finance/Investors Services
BHVN,1905357496,Health Care,Biotechnology: Pharmaceutical Preparations
BIAF,11422669,Health Care,Biotechnology: Commercial Physical & Biological Resarch
BIAFW,2564943,Health Care,Biotechnology: Commercial Physical & Biological Resarch
BIDU,27704496509,Technology,Computer Software: Programming Data Processing
BIGC,442518000,Technology,Computer Software: Prepackaged Software
BIIB,17636716159,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BILI,6618280271,Technology,EDP Services
BILL,4484643911,Technology,EDP Services
BIO,6979536252,Industrials,Biotechnology: Laboratory Analytical Instruments
BIO/B,,,
BIOA,112927617,Health Care,Biotechnology: Pharmaceutical Preparations
BIOX,260821204,Industrials,Agricultural Chemicals
BIP,13560073076,Consumer Discretionary,Marine Transportation
BIP^A,,,
BIP^B,,,
BIPC,5083189496,Consumer Discretionary,Marine Transportation
BIPH,7473772346,Utilities,Oil & Gas Production
BIPI,152293783,Consumer Discretionary,Marine Transportation
BIPJ,10449440966,Utilities,Oil & Gas Production
BIRD,40092305,Consumer Discretionary,Apparel
BIRK,9034584616,Consumer Discretionary,Shoe Manufacturing
BIT,0,Finance,Trusts Except Educational Religious and Charitable
BITF,399782543,Finance,Finance: Consumer Services
BIVI,14632421,Health Care,Biotechnology: Pharmaceutical Preparations
BIYA,39875000,Consumer Discretionary,Diversified Commercial Services
BJ,14892666664,Consumer Discretionary,Department/Specialty Retail Stores
BJDX,1373950,Health Care,Medical/Dental Instruments
BJRI,739476108,Consumer Discretionary,Restaurants
BK,56840043736,Finance,Major Banks
BK^K,,,
BKD,1179113581,Health Care,Hospital/Nursing Management
BKE,1863213548,Consumer Discretionary,Clothing/Shoe/Accessory Stores
BKH,4153098245,Utilities,Electric Utilities: Central
BKHA,0,,
BKHAR,0,,
BKKT,118183648,Finance,Finance: Consumer Services
BKN,0,Finance,Trusts Except Educational Religious and Charitable
BKNG,1.51485E+11,Consumer Discretionary,Transportation Services
BKR,38366834343,Industrials,Metal Fabrications
BKSY,247108283,Technology,Radio And Television Broadcasting And Communications Equipment
BKT,1695892169,Finance,Investment Bankers/Brokers/Service
BKTI,146315456,Technology,Radio And Television Broadcasting And Communications Equipment
BKU,2419692654,Finance,Savings Institutions
BKV,1452748597,Energy,Oil & Gas Production
BKYI,2185807,Technology,Computer Software: Prepackaged Software
BL,2897625181,Technology,Computer Software: Prepackaged Software
BLBD,1088886655,Consumer Discretionary,Construction/Ag Equipment/Trucks
BLBX,10232162,Technology,EDP Services
BLCO,4416459074,Health Care,Ophthalmic Goods
BLD,8684394411,Consumer Discretionary,Engineering & Construction
BLDE,220752458,Consumer Discretionary,Transportation Services
BLDEW,14344925,Consumer Discretionary,Transportation Services
BLDP,344319636,Energy,Industrial Machinery/Components
BLDR,14171993854,Consumer Discretionary,RETAIL: Building Materials
BLE,0,Finance,Finance/Investors Services
BLFS,1071130000,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
BLFY,198648875,Finance,Banks
BLIN,17125879,Technology,Computer Software: Prepackaged Software
BLIV,67856474,Technology,EDP Services
BLK,1.39275E+11,Finance,Investment Bankers/Brokers/Service
